Geneid	AN14028316	AN14028318	AN14028320	AN14028322	AN14028324	AN14028326	AN14028328	AN14028330
CDCP1	3192	3900	3616	3839	1464	1153	1393	1463
TMEM158	7	8	9	20	2	0	0	0
LARS2	1595	1946	1760	1853	1657	1338	1158	1285
LARS2-AS1	0	0	0	0	0	0	1	0
LIMD1	610	729	655	693	498	358	374	419
LIMD1-AS1	0	3	0	2	2	1	1	3
TRR-ACG2-1	0	1	0	0	0	0	3	1
SACM1L	1305	1729	1868	2258	1955	1723	2105	2378
SLC6A20	145	165	18	16	87	54	14	10
LZTFL1	584	750	557	684	1075	1063	740	739
CCR9	1	0	0	0	2	3	0	0
FYCO1	2135	2445	2007	2233	1773	1529	1469	1726
CXCR6	19	25	8	11	9	5	9	14
XCR1	1	5	0	2	0	0	0	0
CCR1	0	0	2	2	0	3	2	2
CCR3	0	2	3	0	0	0	0	0
CCR2	0	0	0	0	0	0	0	0
CCR5AS	0	0	0	0	0	0	0	0
CCR5	0	0	0	0	0	0	0	0
CCRL2	0	0	0	0	0	0	0	0
LINC02009	6	18	17	13	19	16	4	20
LTF	11	11	11	6	12	12	6	4
RTP3	0	0	0	0	0	0	0	2
LRRC2	332	463	258	310	187	146	65	62
LRRC2-AS1	21	17	3	12	0	3	4	4
TDGF1	0	0	2	0	2	0	0	0
FAM240A	2	2	2	2	13	12	4	2
ALS2CL	2366	2335	1632	1588	265	118	202	276
TMIE	156	199	144	124	6	0	9	8
PRSS50	1	0	2	2	1	0	0	0
PRSS46P	0	0	0	3	2	0	0	3
PRSS45P	0	0	2	0	0	0	0	0
PRSS43P	0	0	4	13	0	0	5	8
PRSS44P	2	1	5	8	4	4	0	7
PRSS42P	0	0	0	2	0	0	0	0
MYL3	0	0	0	0	0	0	0	0
PTH1R	3	2	0	0	0	0	0	0
CCDC12	636	636	399	457	235	152	138	212
NBEAL2	1983	1540	1124	1079	377	237	280	375
NRADDP	2	8	8	12	0	0	2	0
SETD2	3302	4611	4602	5192	5737	5223	6024	6380
KIF9-AS1	50	61	92	94	97	99	138	182
KIF9	218	269	185	261	164	114	118	116
SNORD13J	2	0	0	0	0	0	0	2
KLHL18	879	1018	1301	1304	718	552	894	991
PTPN23	1953	1798	1260	1321	882	510	550	745
SCAP	2130	2079	1509	1516	1110	712	735	1025
ELP6	871	1022	843	961	680	484	491	543
CSPG5	157	171	64	70	505	389	126	186
SMARCC1	8487	10920	9267	10740	10561	9232	11379	12691
SNORD146	0	0	0	0	0	0	0	0
DHX30	2725	2485	1759	1901	1344	951	895	1028
MIR1226	0	0	0	0	0	0	0	0
MAP4	10084	12018	10650	12164	12490	10084	9692	11109
CDC25A	1093	1412	1844	2077	978	860	1726	1880
MIR4443	0	0	0	0	0	0	0	0
CAMP	0	0	0	0	0	0	0	0
ZNF589	580	785	683	871	812	620	610	629
FCF1P2	108	143	128	169	185	190	154	196
NME6	991	1235	890	876	679	560	591	680
SPINK8	0	0	0	0	0	0	0	0
MIR2115	0	0	0	0	0	0	0	0
FBXW12	0	0	0	1	0	0	0	4
PLXNB1	3045	2895	1567	1616	897	572	751	986
CCDC51	1258	1411	1182	1164	429	342	436	511
TMA7	3311	4224	2405	2903	3430	2522	1507	1972
ATRIP	16	23	9	6	17	6	5	5
ATRIP-TREX1	7	8	12	6	5	0	4	9
TREX1	0	0	0	0	0	0	0	0
SHISA5	3976	3574	3216	3221	1186	718	807	1077
PFKFB4	260	237	221	303	238	146	61	121
MIR6823	0	0	0	0	0	0	0	0
UCN2	10	14	2	4	0	0	0	0
COL7A1	442	325	175	163	32	12	6	32
MIR711	0	0	0	0	0	0	0	0
UQCRC1	4710	5323	3455	3731	2787	1781	1819	2281
SNORA94	0	0	0	2	0	0	0	0
TMEM89	0	0	0	0	0	0	0	0
SLC26A6	469	509	387	439	255	142	121	163
MIR6824	0	0	0	0	0	0	0	0
CELSR3	186	181	310	317	107	78	132	172
MIR4793	0	0	0	0	0	0	0	0
LINC02585	2	2	5	1	5	0	0	4
NCKIPSD	605	603	419	478	304	194	208	245
IP6K2	2281	2521	2040	2373	2157	1627	1718	1865
PRKAR2A	2528	3703	2954	3288	3162	2714	2847	3096
PRKAR2A-AS1	103	148	67	72	90	58	78	76
SLC25A20	592	639	381	398	380	345	295	256
ARIH2OS	25	27	11	17	21	23	26	35
ARIH2	2863	3699	3507	4075	3564	3028	3772	4327
P4HTM	510	437	482	452	387	231	267	330
WDR6	4808	5537	2943	3122	2565	1625	1000	1285
DALRD3	440	418	342	355	369	226	156	238
MIR425	0	0	1	0	0	0	1	0
NDUFAF3	1214	1191	765	702	734	428	473	540
MIR191	0	0	0	0	0	0	0	0
IMPDH2	9196	11609	10520	11765	6302	4663	5608	6430
QRICH1	3054	3713	3243	3585	4070	2985	2778	3131
QARS1	5621	6920	5410	6230	6187	4328	3526	4317
MIR6890	0	0	0	0	0	0	0	0
USP19	2091	2108	1616	1577	1309	953	972	1252
LAMB2	3807	3549	2314	2204	2229	1466	1361	1964
LAMB2P1	0	0	16	12	18	8	18	26
CCDC71	375	306	254	224	249	142	112	137
KLHDC8B	17	13	32	28	161	118	122	183
C3orf84	0	0	1	0	0	0	0	0
CCDC36	0	0	0	0	2	0	2	4
C3orf62	191	257	95	133	448	416	184	226
MIR4271	0	0	0	0	1	1	1	0
USP4	2030	2475	3112	3521	2176	1759	2362	2776
GPX1	3456	2448	1459	1211	1599	1114	771	906
RHOA	12957	16878	15801	18547	21264	18306	15351	17801
TCTA	1649	2152	1197	1282	2067	1363	660	766
AMT	191	210	132	136	213	129	145	154
NICN1	502	539	356	387	560	422	311	420
DAG1	5125	5920	5193	5617	7353	5414	2593	3172
BSN-DT	4	6	4	8	6	1	4	5
BSN	49	67	50	35	10	16	27	44
APEH	4143	4773	3572	3926	2277	1502	1519	1987
MST1	110	94	61	67	35	16	42	47
RNF123	1257	1184	807	759	548	380	392	535
AMIGO3	103	70	19	10	23	11	4	14
GMPPB	778	872	489	453	349	236	220	296
IP6K1	1246	1482	1054	1030	1249	962	755	843
CDHR4	0	0	2	1	0	0	0	0
INKA1	2	3	0	2	0	0	0	0
UBA7	207	235	334	345	50	22	51	64
MIR5193	0	1	0	0	0	0	0	0
TRAIP	560	695	499	639	399	305	276	384
CAMKV	6	10	2	10	0	2	0	2
MST1R	1821	1713	1592	1584	307	197	218	220
MON1A	342	337	216	185	41	26	38	67
RBM6	1821	2539	3041	3920	2461	2031	2014	2232
RBM5	1908	2520	2316	2614	2482	2119	1702	2008
RBM5-AS1	140	174	183	217	279	280	250	269
SEMA3F-AS1	34	40	37	41	27	35	23	30
SEMA3F	314	285	772	676	413	264	234	309
GNAT1	0	0	0	0	0	0	0	0
SLC38A3	12	15	6	4	11	11	0	14
GNAI2	3126	3123	2374	2454	715	432	789	1078
MIR5787	0	0	0	0	0	0	0	0
SEMA3B-AS1	2	2	4	2	1	2	2	4
SEMA3B	40	41	84	94	15	4	43	52
MIR6872	0	0	0	0	0	0	0	0
LSMEM2	0	2	2	4	0	4	1	2
IFRD2	1870	1656	940	823	243	162	240	343
HYAL3	79	135	52	48	21	14	14	18
NAA80	237	246	157	160	50	38	64	73
HYAL1	13	12	12	17	12	3	2	13
HYAL2	1708	1272	942	852	322	229	216	292
TUSC2	927	1189	939	1108	1024	710	495	585
RASSF1	474	456	487	465	245	206	575	736
RASSF1-AS1	4	5	0	0	0	0	0	0
ZMYND10	4	4	4	2	7	5	4	4
NPRL2	616	652	687	726	421	244	289	402
CYB561D2	267	304	179	167	137	88	55	88
TMEM115	1052	1070	551	540	349	208	172	272
CACNA2D2	26	39	36	29	65	27	55	52
C3orf18	55	94	17	11	91	77	21	27
HEMK1	857	1062	426	501	396	286	264	394
CISH	53	31	26	20	13	4	28	21
MAPKAPK3	1356	1513	1698	1838	693	486	592	701
DOCK3	517	759	528	666	642	535	1139	1155
MIR4787	0	0	0	0	0	0	0	0
MANF	1966	2621	3104	3519	2502	2111	3118	3216
RBM15B	2503	2504	1500	1571	1500	1118	1026	1221
DCAF1	2156	2789	2108	2475	2455	2027	1958	2221
RAD54L2	1118	1387	1357	1505	1483	1255	1423	1541
TEX264	1259	1366	989	934	449	274	268	305
GRM2	4	3	0	0	0	0	2	3
IQCF6	0	0	0	0	0	0	0	0
IQCF4	0	1	0	0	0	0	0	0
IQCF3	0	0	0	0	2	0	0	0
IQCF2	0	0	0	0	0	0	0	0
IQCF5-AS1	0	0	0	0	0	0	0	0
IQCF5	0	0	0	0	0	0	0	0
IQCF1	2	0	0	1	0	0	0	0
RRP9	3169	2849	1678	1676	325	188	302	413
PARP3	1044	1048	767	771	125	68	236	276
GPR62	2	0	2	0	0	0	0	2
PCBP4	1403	1223	588	546	102	60	78	101
ABHD14B	3308	3577	2012	2164	1089	810	796	973
ABHD14A-ACY1	0	0	0	0	0	0	0	0
ABHD14A	426	353	259	253	86	49	44	67
ACY1	26	4	0	3	1	0	1	0
RPL29	29204	29847	17855	18958	11374	7610	5493	7068
DUSP7	1864	1998	1113	1130	169	100	216	255
LINC00696	0	0	5	0	3	0	0	0
POC1A	2247	2533	1612	1709	936	644	733	891
ALAS1	2918	3572	4076	4769	2531	2014	2475	2940
TLR9	23	21	15	17	8	2	12	15
TWF2	3475	2750	1374	1325	571	283	296	444
LOC101929054	50	50	55	59	49	31	76	75
PPM1M	456	453	422	465	288	230	337	467
WDR82	6221	8012	7738	9167	7024	5922	5018	5587
MIRLET7G	1	0	1	1	0	0	0	0
GLYCTK	82	92	36	31	17	10	7	10
GLYCTK-AS1	3	4	0	0	6	4	3	0
MIR135A1	0	0	0	0	0	0	0	0
DNAH1	622	622	370	475	339	266	157	220
BAP1	3449	3482	1932	1995	1570	1007	819	1100
PHF7	149	146	90	177	86	63	152	144
SEMA3G	0	0	0	4	0	0	1	4
TNNC1	119	133	633	739	39	44	837	1139
NISCH	1787	1707	1231	1327	1449	1015	744	915
STAB1	0	0	0	2	0	0	0	0
NT5DC2	3806	3955	2933	3011	1857	1185	1161	1435
SMIM4	434	473	304	289	221	197	135	170
PBRM1	2266	2948	2638	3081	3435	2960	2910	3268
GNL3	5199	7257	7299	8984	4526	4024	7409	8307
SNORD136	2	6	4	9	1	5	9	5
SNORD19	9	14	7	12	10	8	15	17
SNORD19B	20	45	36	46	26	18	31	41
SNORD19C	16	35	20	18	15	9	24	32
SNORD69	12	28	15	23	9	9	17	11
GLT8D1	1125	1578	1506	1654	1642	1453	1194	1389
SPCS1	2045	2544	2563	3030	2693	2442	2252	2492
NEK4	640	859	734	1009	1163	1035	783	801
ITIH1	0	0	0	0	0	0	0	0
ITIH3	0	0	2	1	4	0	0	0
ITIH4	5	3	4	1	12	12	0	2
ITIH4-AS1	0	0	0	0	0	0	0	0
STIMATE-MUSTN1	0	0	0	0	0	0	0	0
MUSTN1	1	2	1	0	3	2	1	2
STIMATE	455	661	438	415	459	418	411	552
MIR8064	0	0	0	0	0	0	1	2
SFMBT1	1539	1977	1867	2110	2368	1915	1965	2165
RFT1	1310	1779	1518	1740	718	572	670	770
PRKCD	663	749	893	885	242	145	466	471
TKT	12962	11753	9131	9930	4614	3043	4436	5750
DCP1A	810	928	1235	1305	1359	1172	1812	2104
SNORD38C	0	0	0	1	0	0	0	0
CACNA1D	71	72	47	42	65	62	35	44
CHDH	317	325	354	336	203	118	171	216
IL17RB	135	177	209	244	207	182	207	238
ACTR8	1057	1513	1339	1574	1564	1393	1265	1400
SELENOK	639	804	1025	1148	1434	1197	1085	1135
CACNA2D3	84	127	177	184	130	82	78	115
ESRG	0	2	0	0	1	0	0	2
CACNA2D3-AS1	2	0	0	0	0	0	0	0
LRTM1	0	0	0	0	0	2	0	0
LINC02017	0	0	0	0	0	0	0	0
WNT5A	37	54	64	88	2272	2116	407	469
ERC2	84	88	85	83	144	139	169	188
ERC2-IT1	0	0	0	0	0	0	0	0
MIR3938	0	0	0	0	0	0	0	0
CCDC66	595	773	770	954	951	884	971	1036
TASOR	2218	3205	4512	5257	5171	4937	6086	6672
ARHGEF3	124	164	307	349	198	152	340	378
ARHGEF3-AS1	0	0	0	0	0	0	0	0
SPATA12	5	12	8	15	8	6	7	14
IL17RD	153	218	434	479	1247	1126	765	917
HESX1	21	38	24	26	45	11	45	52
APPL1	2061	2876	2631	3243	2633	2350	3239	3575
ASB14	25	27	28	22	15	11	12	42
LOC105377102	1	3	6	0	2	2	1	3
DNAH12	6	18	9	5	11	15	6	15
PDE12	1327	1530	1155	1507	1081	932	1080	1194
ARF4	7741	10174	10544	13014	13582	11939	11743	12670
ARF4-AS1	23	45	17	18	21	19	6	26
DENND6A	720	982	846	1107	1325	1113	1163	1232
DENND6A-DT	2	1	0	2	4	2	0	0
SLMAP	2631	3605	3609	4391	3554	3198	3494	3782
FLNB	30252	35161	33587	37914	13945	10336	7988	9784
FLNB-AS1	148	161	177	155	91	74	33	31
DNASE1L3	0	0	0	0	0	0	0	0
ABHD6	116	156	114	139	144	112	62	67
RPP14	111	187	202	157	255	222	180	198
HTD2	1	1	3	0	0	0	0	1
PXK	318	518	1217	1483	1127	994	2774	2991
PDHB	1929	2689	2683	3075	2701	2227	1905	2139
KCTD6	131	170	219	296	280	264	203	220
ACOX2	0	0	0	6	0	0	0	0
FAM107A	720	896	786	828	1433	1074	176	153
FAM3D-AS1	0	0	0	5	0	0	0	0
FAM3D	0	0	0	2	0	0	0	0
C3orf67	112	119	182	239	263	263	146	162
C3orf67-AS1	0	0	0	0	0	0	0	0
LOC339902	0	0	1	0	0	0	0	0
FHIT	171	224	253	325	361	287	350	427
MIR548BB	0	0	0	0	0	0	0	0
PTPRG	665	904	1169	1501	2080	1753	1687	1797
PTPRG-AS1	20	58	42	44	66	57	40	40
C3orf14	78	142	143	159	123	150	116	117
FEZF2	0	0	0	0	0	0	0	0
CADPS	1	4	7	5	22	8	4	8
LINC00698	0	0	0	0	0	0	0	0
SYNPR	0	0	0	0	0	0	0	2
SYNPR-AS1	0	0	0	4	2	0	3	6
SNTN	1	0	2	0	0	0	2	0
C3orf49	1	4	2	5	6	4	5	8
THOC7	1843	2553	2755	3124	2365	2199	2282	2584
THOC7-AS1	0	2	3	1	8	2	1	0
ATXN7	1588	2070	1880	2247	1972	1689	2583	2905
SCAANT1	2	8	0	8	5	4	2	3
PSMD6-AS2	87	117	153	149	144	106	158	190
PSMD6	2651	3565	4256	5126	3586	3347	2883	3078
PRICKLE2-AS1	0	0	0	0	0	1	0	0
LINC00994	0	0	0	2	0	0	0	0
PRICKLE2	10	14	41	47	67	65	9	23
PRICKLE2-AS2	0	0	0	0	0	0	0	0
PRICKLE2-AS3	2	0	0	0	0	0	2	0
ADAMTS9	474	701	783	1014	86	99	91	73
ADAMTS9-AS1	0	2	3	1	0	0	0	0
ADAMTS9-AS2	0	2	6	4	0	0	0	0
MAGI1	1296	1670	1496	1888	3479	2959	2287	2736
MAGI1-IT1	4	7	8	12	11	6	7	14
MAGI1-AS1	0	0	0	0	0	0	0	0
SLC25A26	766	1004	811	958	637	510	571	718
LRIG1	956	989	868	967	2501	1942	883	941
LOC105377143	0	0	0	0	0	0	0	0
KBTBD8	116	235	202	227	213	216	183	172
MIR4272	0	0	0	0	0	0	0	0
SUCLG2	2235	2905	3432	4034	2043	1814	2907	3475
SUCLG2-AS1	67	110	64	77	82	87	54	47
TAFA1	0	2	8	4	4	0	2	2
LOC105377146	0	0	0	0	0	0	0	0
TAFA4	6	10	19	17	33	31	8	15
EOGT	349	516	669	778	505	383	415	360
TMF1	1240	1749	2168	2621	2950	2686	3048	3317
MIR3136	0	0	0	1	0	0	0	1
UBA3	1834	2770	2883	3915	3103	2912	3158	3370
ARL6IP5	1455	1974	3278	4333	4021	3352	2622	3090
LMOD3	2	0	2	2	2	5	0	0
FRMD4B	192	256	398	480	527	471	526	575
MITF	227	302	316	366	621	512	1157	1322
SAMMSON	0	0	1	0	2	2	5	8
MDFIC2	0	0	0	0	0	0	0	0
FOXP1	384	553	551	672	522	447	647	750
FOXP1-AS1	0	0	0	1	0	0	0	0
MIR1284	0	0	0	0	0	0	0	0
EIF4E3	149	206	255	279	405	395	358	378
GPR27	131	136	181	212	448	371	392	500
PROK2	0	0	0	2	0	0	0	0
LINC00877	0	0	0	0	0	0	0	0
LINC00870	0	0	1	4	0	2	0	0
RYBP	1241	1712	1741	1978	2467	2027	3353	3638
LOC105377162	0	0	0	0	0	0	0	0
SHQ1	544	745	679	732	897	850	602	605
GXYLT2	27	59	69	82	549	447	170	253
PPP4R2	2133	3151	2833	3696	4434	4106	3755	4286
EBLN2	52	66	62	84	100	76	46	65
PDZRN3	18	61	49	53	20	8	148	148
LOC101927296	0	0	0	0	0	0	0	0
PDZRN3-AS1	0	0	2	0	2	2	7	6
LINC02005	0	0	0	0	0	0	0	0
CNTN3	45	60	82	160	170	171	92	84
MIR4444-2	9	10	17	21	7	8	7	4
FAM86DP	347	382	450	453	99	87	134	166
LINC02018	13	7	0	5	10	3	2	0
MIR1324	0	1	0	2	0	0	0	0
FRG2C	1	0	0	0	0	0	0	0
LINC00960	2	2	2	7	3	3	0	1
ZNF717	80	82	87	111	48	47	54	41
MIR4273	0	0	0	0	0	0	0	0
ROBO2	2	6	4	3	16	19	3	1
LINC02077	0	0	0	0	0	0	0	0
ROBO1	665	871	1024	1232	1212	959	1223	1354
LOC101927374	0	0	0	0	0	0	0	0
MIR3923	0	0	0	0	0	0	0	0
LINC02050	0	0	0	0	0	0	0	0
LINC02027	0	0	0	0	0	0	0	0
GBE1	480	660	665	837	1051	1011	700	682
LINC02008	0	0	0	0	0	0	0	0
LINC00971	0	0	0	0	0	0	0	0
LINC02025	0	0	0	0	0	0	0	0
CADM2	5	0	0	2	2	2	7	2
SNORA95	0	0	0	0	0	0	0	0
MIR5688	0	0	0	0	0	0	0	0
CADM2-AS2	0	0	0	0	0	0	0	0
LINC02070	0	0	0	0	0	0	0	0
VGLL3	201	296	257	348	186	165	360	355
LINC00506	0	0	3	13	0	0	0	0
MIR4795	0	0	0	1	0	0	0	0
CHMP2B	1630	2456	2727	3677	2071	1995	2341	2654
POU1F1	0	2	3	2	0	0	0	0
HTR1F	0	0	0	0	0	0	0	0
CGGBP1	2766	3721	3106	3786	4239	3712	4231	4580
ZNF654	459	646	537	684	825	745	763	784
C3orf38	1036	1346	1259	1415	1087	1003	994	1135
CSNKA2IP	0	0	0	0	0	0	1	0
EPHA3	12	12	0	5	10	16	0	2
PROS1	937	1278	1571	1888	3242	2909	1702	1904
ARL13B	1374	1783	1557	1944	1558	1576	2396	2530
STX19	72	115	157	219	397	391	224	254
DHFR2	308	498	251	269	378	336	192	173
NSUN3	426	622	469	545	614	579	492	518
LINC00879	0	0	0	0	0	0	0	0
MTHFD2P1	0	0	0	0	0	0	0	0
MIR8060	0	0	0	0	0	0	0	0
EPHA6	4	9	6	13	5	3	6	12
ARL6	215	277	241	249	405	449	308	400
CRYBG3	768	1072	975	1089	1333	1204	934	968
RIOX2	1724	2143	1820	2066	1031	874	1564	1634
GABRR3	0	0	0	0	0	0	0	2
OR5AC2	0	0	1	0	0	0	1	0
OR5H1	0	0	0	0	0	0	0	0
OR5H14	0	0	0	2	0	0	0	0
OR5H15	0	0	2	0	0	0	0	2
OR5H6	0	0	7	4	2	2	2	6
OR5H2	0	1	2	6	0	0	1	2
OR5K4	0	0	0	0	0	0	0	0
OR5K3	0	0	0	0	0	0	0	0
OR5K1	0	0	0	0	0	0	1	2
OR5K2	0	0	0	2	0	0	0	0
CLDND1	1339	1915	1965	2415	1995	1832	2474	2601
GPR15	0	0	0	0	0	0	0	0
CPOX	924	1260	1000	1145	894	757	701	836
ST3GAL6-AS1	6	15	15	17	53	52	15	12
ST3GAL6	152	162	189	254	1082	952	185	245
DCBLD2	50975	69885	56203	66762	23272	20414	11529	12700
COL8A1	8179	10289	16088	19080	1962	1578	2481	2757
HP09053	24	27	5	24	16	6	24	36
CMSS1	2073	2855	2181	2601	968	843	1312	1524
FILIP1L	439	644	1416	1669	1034	1026	2131	2255
MIR3921	0	0	0	0	0	0	0	0
TMEM30CP	0	0	0	0	0	0	0	0
TBC1D23	1146	1620	1576	1961	1825	1605	1823	2109
NIT2	2748	3332	2792	3039	1156	1067	1313	1626
TOMM70	4013	5138	4265	4964	3796	3464	4765	4937
LNP1	38	76	87	96	99	85	67	87
TMEM45A	215	309	137	181	237	205	391	467
ADGRG7	0	0	0	0	0	0	0	0
TFG	5363	6951	5836	7201	5424	4601	5579	6473
ABI3BP	10	7	8	21	11	12	4	5
IMPG2	4	8	3	5	10	11	0	0
SENP7	459	605	455	566	586	551	847	809
FAM172BP	10	10	19	46	0	4	0	0
TRMT10C	1540	2256	1670	1874	1439	1272	1425	1538
PCNP	3788	4947	4322	5531	4410	3905	5206	5706
ZBTB11	1639	2140	1861	2165	1644	1352	2301	2568
ZBTB11-AS1	104	144	83	57	42	24	32	42
RPL24	23816	32024	21409	25399	17314	13534	9873	11769
PDCL3P4	16	19	10	15	5	12	46	12
CEP97	776	1070	872	1113	1057	854	1437	1546
NXPE3	401	514	387	387	429	421	166	188
NFKBIZ	391	440	553	669	306	237	242	303
LINC02085	17	24	19	36	0	0	0	4
LOC101929411	0	0	0	0	0	0	0	0
ZPLD1	0	0	0	2	0	0	2	0
MIR548AB	0	0	0	0	0	0	0	0
ALCAM	4515	6331	4908	6229	3479	3220	4198	4399
CBLB	429	477	406	503	978	917	681	693
LINC00882	21	35	24	21	32	23	17	30
DUBR	255	306	145	173	433	369	168	166
CCDC54	0	5	0	1	4	1	0	0
LOC101929579	2	0	0	0	0	0	0	0
LINC01990	0	0	0	4	0	0	0	0
BBX	3193	4359	5003	5953	5737	5212	7282	7921
LINC00635	0	7	4	14	9	7	13	4
LINC00636	2	0	8	6	6	6	1	2
CD47	2669	3584	8158	9377	20403	18898	9187	9821
LINC01215	2	0	14	2	0	0	2	6
IFT57	612	675	1221	1377	1491	1527	1439	1574
HHLA2	0	0	3	0	0	2	1	0
MYH15	19	18	32	59	20	15	11	38
CIP2A	2604	3477	3670	4257	2287	1993	3420	3668
DZIP3	1600	2393	1842	2339	2263	2136	1930	2114
RETNLB	0	0	0	0	0	0	0	0
TRAT1	0	0	0	0	0	0	0	0
GUCA1C	0	0	0	0	0	0	0	0
MORC1	0	0	0	1	0	0	0	2
MORC1-AS1	0	0	0	0	0	0	0	0
C3orf85	0	0	0	0	0	0	0	0
LINC00488	0	0	0	0	0	0	2	0
DPPA2	0	0	0	0	0	0	0	0
DPPA4	0	0	0	0	0	0	0	0
LINC01205	0	0	0	0	0	0	0	0
MIR4445	0	0	0	0	0	0	0	0
NECTIN3-AS1	1	7	1	5	5	2	0	1
NECTIN3	334	418	323	412	360	360	399	417
CD96	26	18	23	28	24	28	12	19
ZBED2	4190	5331	3388	3703	2718	2229	1535	1577
PLCXD2	94	93	138	106	21	21	59	56
PLCXD2-AS1	7	2	5	10	4	5	2	2
PHLDB2	4135	5842	5391	6860	3131	2785	5107	5675
ABHD10	1084	1467	1397	1762	925	865	1240	1362
TAGLN3	2	0	2	4	0	0	0	0
TMPRSS7	2	4	0	0	0	1	0	0
C3orf52	239	286	240	276	102	99	258	287
MIR567	2	0	0	0	2	0	0	1
GCSAM	37	39	45	39	25	19	63	48
TBILA	61	91	54	97	33	30	52	72
SLC9C1	1	1	0	7	2	2	4	11
LOC105374042	0	0	2	0	0	0	2	0
CD200	6	5	12	8	12	13	4	4
BTLA	0	3	12	4	2	4	3	2
ATG3	2618	3435	3177	3748	1990	1888	3012	3208
SLC35A5	842	1112	849	1037	1214	1098	933	951
LINC01279	0	0	7	7	194	167	29	30
CCDC80	4	8	329	372	2048	1689	739	811
LINC02042	0	0	0	0	2	0	0	0
MIR9900	0	0	0	0	0	0	0	0
CD200R1L-AS1	0	0	0	0	0	0	0	0
CD200R1L	0	0	0	0	0	0	0	0
CD200R1	4	4	2	9	4	12	7	4
GTPBP8	449	518	433	455	512	469	478	523
NEPRO	1794	2447	2013	2260	2429	2140	2699	3100
LINC02044	3	13	9	6	9	6	8	10
BOC	36	25	4	5	28	30	5	17
CFAP44	234	398	44	49	541	517	45	28
CFAP44-AS1	0	1	0	0	0	0	0	0
MIR8076	0	0	0	0	0	0	0	0
SPICE1	705	942	983	1084	905	844	1005	1169
SIDT1	2	4	6	12	1	0	2	2
MIR4446	0	0	0	0	0	0	0	0
USF3	743	943	685	740	885	817	636	610
NAA50	8260	10600	10494	12138	8058	7467	11070	11699
ATP6V1A	2669	3629	3928	4561	4550	4211	4253	4594
GRAMD1C	275	303	238	323	457	431	458	567
ZDHHC23	704	1039	634	735	703	574	763	783
CCDC191	187	314	184	246	255	179	173	180
QTRT2	2006	2836	2342	2754	1276	1063	1588	1702
DRD3	0	0	0	0	8	15	20	39
ZNF80	2	2	0	2	7	0	4	5
TIGIT	0	0	0	0	2	0	0	3
ZBTB20	1118	1688	1213	1419	841	685	525	651
MIR568	0	0	0	0	0	0	0	0
ZBTB20-AS1	2	0	0	2	0	2	1	0
ZBTB20-AS5	0	0	0	0	0	0	0	0
MIR4796	0	0	0	0	0	0	0	0
ZBTB20-AS3	0	0	0	0	0	0	0	0
ZBTB20-AS4	2	0	4	0	6	4	0	0
GAP43	0	0	0	0	0	0	0	0
LSAMP	0	7	6	8	60	47	33	49
SNORD155	0	0	0	0	0	0	1	0
LSAMP-AS1	0	0	0	0	0	0	0	0
LINC00903	0	0	0	0	0	0	0	0
TUSC7	0	0	0	0	2	0	0	0
MIR4447	0	0	0	0	0	0	0	0
LINC00901	0	0	0	0	0	0	0	0
LINC02024	0	0	0	0	0	0	0	0
LOC105374060	0	0	0	0	0	0	0	0
LOC101926968	0	0	0	0	0	0	0	0
IGSF11	0	5	0	0	8	6	2	4
IGSF11-AS1	0	0	0	0	0	1	0	0
TEX55	0	0	0	0	0	0	0	0
UPK1B	0	0	15	22	0	0	0	0
B4GALT4	687	999	805	1038	958	817	1032	1143
B4GALT4-AS1	0	0	0	2	0	0	0	0
ARHGAP31	342	460	246	298	1158	935	715	832
ARHGAP31-AS1	26	28	22	18	11	15	36	27
TMEM39A	1127	1495	1589	1821	1897	1561	2123	2476
POGLUT1	598	674	878	869	497	436	534	564
TIMMDC1	3966	5002	3722	4291	2532	2104	2263	2644
CD80	0	0	0	0	0	2	0	2
ADPRH	122	139	115	151	36	37	45	78
PLA1A	2	0	6	4	0	0	4	4
POPDC2	29	21	10	19	26	21	3	18
COX17	821	927	482	595	383	354	355	372
MAATS1	0	0	4	6	3	4	1	3
NR1I2	0	0	8	2	4	0	0	0
GSK3B	3158	3995	3917	4387	4176	3520	5285	5750
MIR6529	0	0	0	0	0	0	0	0
GPR156	24	48	128	153	72	62	108	94
LRRC58	2557	3493	2570	3158	2269	2102	3194	3486
FSTL1	8855	11619	9251	10954	29434	25332	24873	27100
MIR198	0	0	0	0	0	0	0	0
NDUFB4	2740	3546	2148	2357	1805	1515	1105	1398
HGD	5	7	31	8	5	13	4	8
RABL3	800	1115	893	981	743	683	575	804
GTF2E1	1053	1309	1408	1617	762	649	789	969
LINC02049	0	0	1	0	0	0	0	0
STXBP5L	9	20	16	11	17	11	4	3
MIR5682	0	0	0	0	0	0	0	0
POLQ	1689	2454	1990	2274	1569	1478	1536	1685
ARGFX	0	0	0	0	0	0	0	0
FBXO40	0	0	0	0	0	1	0	0
HCLS1	4	5	37	51	2	1	4	6
GOLGB1	4554	6751	5020	5664	8021	6803	6327	6936
IQCB1	1508	2055	1725	1855	944	745	1729	1969
EAF2	85	81	99	104	123	117	174	168
SLC15A2	18	25	40	58	72	79	53	48
ILDR1	162	151	237	281	191	142	256	311
CD86	0	0	0	0	0	2	0	0
CASR	0	0	0	0	0	0	0	0
CSTA	0	0	133	172	4	4	1	2
